cnpj;cnpj_basico;matriz_filial;razao_social;nome_fantasia;situacao_cadastral;data_situacao_cadastral;motivo_situacao_cadastral;nome_cidade_exterior;cd_pais;nm_pais;cd_natureza_juridica;nm_natureza_juridica;data_inicio_atividades;cnae_fiscal;nm_cnae;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd1;telefone1;ddd2;telefone2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial;qualificacao_responsavel;capital_social;capital_social_str;porte_empresa;ente_federativo_responsavel
03953791000162;03953791;1;GREMIO ESPORTIVO E RECREATIVO CLASSISTA DOS FUNCIONARIOS ITAMARATI;GERCAFI;02;20210308;00;;;;3999;Associação Privada;19830608;9312300;Clubes sociais, esportivos e similares;;AVENIDA;OLACYR FRANCISCO DE MORAES;97;LETRA S;JARDIM OURO VERDE;78370000;MT;9893;65;33321142;;;;;;;;16;0;0,00;05;
03958410000138;03958410;1;CACERES IATE CLUBE;;02;20050827;00;;;;3999;Associação Privada;19790425;9312300;Clubes sociais, esportivos e similares;;RUA;DA MARAVILHA;2001;;SANTA ROSA;78216330;MT;9047;65;32222488;;;;;CACERESIATECLUBE@GMAIL.COM;;;16;0;0,00;05;
03962415000134;03962415;1;BRASILIENSE FUTEBOL CLUBE;BRASILIENSE FUTEBOL CLUBE;02;20051103;00;;;;3999;Associação Privada;20000801;9312300;Clubes sociais, esportivos e similares;;SETOR;SAUS QUADRA 5, BLOCO K, SALA;901;(PARTE O);ASA SUL;70070937;DF;9701;61;32238631;61;32238631;61;32238631;CONTABILIDADE@BRASILIENSEFC.COM.BR;;;16;0;0,00;05;
03982683000118;03982683;1;CLUBE RECREATIVO CINCO DE MAIO;;04;20201022;63;;;;3999;Associação Privada;19790202;9312300;Clubes sociais, esportivos e similares;;RUA;MINAS GERAIS;720;;CRUZEIRO;79022280;MS;9051;;;;;;;;;;16;0;0,00;05;
03985965000179;03985965;1;QUADRA DE GRAMA SINTETICA @BOLA LTDA;;08;20110426;01;;;;2062;Sociedade Empresária Limitada;20000803;9312300;Clubes sociais, esportivos e similares;;RUA;CHIQUITA RODRIGUES RAIMUNDO;330;;BRASILIA;35588000;MG;4083;;;;;;;;;;49;0;0,00;01;
04006321000154;04006321;1;CLUBE DESPORTIVO 7 DE SETEMBRO;CLUBE DESPORTIVO 7 DE SETEMBRO;02;20051103;00;;;;3999;Associação Privada;20000804;9312300;Clubes sociais, esportivos e similares;;RUA;ANTONIO EMILIO DE FIGUEIREDO;2671;"SALA: 05;";CENTRO;79802021;MS;9073;67;34162400;;;67;34162418;CONTSP@TERRA.COM.BR;;;16;0;0,00;05;
04011706000100;04011706;1;ASSOCIACAO ATLETICA BANCO DO BRASIL;AABB;02;20051103;00;;;;3999;Associação Privada;19810430;9312300;Clubes sociais, esportivos e similares;;AVENIDA;DA AMIZADE;000;;CENTRO;69640000;AM;9847;97;81148299;;;;;;;;16;0;0,00;05;
04012660000143;04012660;1;A - 7 MARKETING ESPORTIVO E ARTISTICO LTDA;;02;20051103;00;;;;2062;Sociedade Empresária Limitada;20000823;9312300;Clubes sociais, esportivos e similares;;RUA;10;250;QD.B-06  LT.05-E;SETOR OESTE;74120020;GO;9373;62;32854913;;;62;32854913;jlassessoria@brturbo.com.br;;;49;0;0,00;01;
04020913000120;04020913;1;CLUBE MUNICIPAL;;02;20051103;00;;;;3999;Associação Privada;19810928;9312300;Clubes sociais, esportivos e similares;;AVENIDA;TORQUATO TAPAJOS;361;;DA PAZ;69048010;AM;0255;92;32331971;96;36512283;;;CLUBE _MUCIPAL@HOTMAIL.COM;;;16;0;0,00;05;
04035415000151;04035415;1;ESCOLINHA DE FUTEBOL MASTER CLUBE RECANTO DO GALO;MASTER CLUB RECANTO DO GALO;02;20190923;00;;;;3999;Associação Privada;20000910;9312300;Clubes sociais, esportivos e similares;;RUA;TIBURCIA QUEIROZ MONTEIRO;922;;SANTOS DUMONT;79610200;MS;9165;;;;;;;;;;16;0;0,00;05;
04036596000130;04036596;1;JOCKEY CLUBE DE RORAIMA;;08;20150209;73;;;;3999;Associação Privada;19810528;9312300;Clubes sociais, esportivos e similares;;;LUG  LUGAR CARANA;S/N;HIPODROMO;CARANA;69301081;RR;0301;;;;;;;;;;16;0;0,00;05;
04043220000153;04043220;1;ASSOCIACAO DOS SERVIDORES DO INCRA DA C R QUATORZE;ASSINCRA;02;20191206;00;;;;3999;Associação Privada;19761202;9312300;Clubes sociais, esportivos e similares;;ESTRADA;SAO FRANCISCO;S/N;;AVIARIO;69918340;AC;0139;;;;;;;;;;16;0;0,00;05;
04044236000180;04044236;1;ATLETICO ACREANO;;02;20201112;00;;;;3999;Associação Privada;19760224;9312300;Clubes sociais, esportivos e similares;;RUA;17 DE NOVEMBRO;1485;;SEIS DE AGOSTO;69905593;AC;0139;68;92119472;68;84022711;68;32233199;ATLETICOACREANO@BOL.COM.BR;;;16;0;0,00;05;
04060059000126;04060059;1;ASSOCIACAO ATLETICA BANCO DO BRASIL DE CRUZEIRO DO SUL;AABB;02;19990801;00;;;;3999;Associação Privada;19780303;9312300;Clubes sociais, esportivos e similares;;AVENIDA;LAURO MULLER;SN;;CENTRO;69980000;AC;0107;;;;;;;;;;16;0;0,00;05;
04067583000129;04067583;1;ASSOCIACAO DESPORTIVA CELPA;ASDECELPA;08;20081231;71;;;;3999;Associação Privada;19810824;9312300;Clubes sociais, esportivos e similares;;;AVEN GOVERNADOR JOSE MALCHER;1670;;NAZARE;66060230;PA;0427;;;;;;;;;;16;0;0,00;05;
04071544000103;04071544;1;RIO BRANCO FOOT-BALL CLUB;RIO BRANCO;02;20200210;00;;;;3999;Associação Privada;19760510;9312300;Clubes sociais, esportivos e similares;;AVENIDA;GETULIO VARGAS;82;CASA;CENTRO;69900660;AC;0139;;;;;;;;;;16;0;0,00;05;
04074913000103;04074913;1;MIGUELENSE FUTEBOL CLUBE;MIGUELENSE FUTEBOL CLUBE;02;20051103;00;;;;3999;Associação Privada;20000911;9312300;Clubes sociais, esportivos e similares;;LOTEAMENTO;HELIO JATOBA II;57;QUADRAD3;BAIRRO DE FATIMA;57240000;AL;2871;82;99503412;;;;;FABIANOOLIVEIRAKK@HOTMAIL.COM;;;16;0;0,00;05;
04080650000145;04080650;1;NATAL AUTOMOVEL CLUBE;;02;20201216;00;;;;3999;Associação Privada;20000620;9312300;Clubes sociais, esportivos e similares;;RUA;DO ROSARIO;3522;;CANDELARIA;59065430;RN;1761;;;;;;;;;;16;0;0,00;05;
04087920000140;04087920;1;BANCREVEA CLUBE DE RIO BRANCO;BANCREVEA;02;20070601;00;;;;3999;Associação Privada;19770614;9312300;Clubes sociais, esportivos e similares;;;BR BR 364 KM 1;SN;;ZONA RURAL;69918340;AC;0139;;;;;;;;;;16;0;0,00;05;
04091698000159;04091698;1;KBR CONSTRUCOES E PARTICIPACOES S/A;;02;20180506;00;;;;2054;Sociedade Anônima Fechada;20001016;6810201;Compra e venda de imóveis próprios;4110700,4120400,6499999,6810202,6821801,6821802;SETOR;SHIS QL 12 CONJUNTO 11;S/N;CASA  02 PARTE R;SETOR DE HABITACOES INDIVIDUAIS SUL;71630315;DF;9701;61;32131700;;;61;32232741;CONTATO@KBRCONSTRUCOES.COM.BR;;;16;30000;30000,00;05;
04096957000134;04096957;1;GRANRIVA GRANITOS LTDA;GRANRIVA;02;20051103;00;;;;2062;Sociedade Empresária Limitada;20001009;0810002;Extração de granito e beneficiamento associado;0990403,6810202,7739099;RODOVIA;BR 259;S/N;KM    66 - PARTE;CORREGO DA POAIA;29714899;ES;5629;27;37234551;;;27;37234551;CONTROLADORIAGRANITOS2@GMAIL.COM;;;49;0;0,00;05;
04096957000215;04096957;2;GRANRIVA GRANITOS LTDA;GRANRIVA;02;20051103;00;;;;2062;Sociedade Empresária Limitada;20001009;2391503;Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;0990403,6810202,7739099;RODOVIA;BR 259;S/N;KM    66;CORREGO DA POAIA;29714899;ES;5629;27;37234551;;;27;37234551;CONTROLADORIAGRANITOS2@GMAIL.COM;;;49;0;0,00;05;
04096957000304;04096957;2;GRANRIVA GRANITOS LTDA;GRANRIVA;08;20200311;01;;;;2062;Sociedade Empresária Limitada;20010730;0990403;Atividades de apoio à extração de minerais não-metálicos;;RODOVIA;BR 259;S/N;KM 66;CORR.SAO J.PEQUENO;29700778;ES;5629;27;37234551;;;;;;;;49;0;0,00;05;
04096957000487;04096957;2;GRANRIVA GRANITOS LTDA;GRANRIVA;02;20051103;00;;;;2062;Sociedade Empresária Limitada;20030528;0810002;Extração de granito e beneficiamento associado;0990403,6810202,7739099;ESTRADA;RURAL CORREGO;S/N;KM    11;MUTUM PRETO;29730000;ES;5615;27;37234551;;;27;37234551;CONTROLADORIAGRANITOS2@GMAIL.COM;;;49;0;0,00;05;
04097416000120;04097416;1;CLUBE DOS ESTADOS;CLUBE DOS ESTADOS;02;20050827;00;;;;3999;Associação Privada;19771116;9312300;Clubes sociais, esportivos e similares;;RUA;CINCO MIL TREZENTOS E UM;1125;;JARDIM UNIVERSITARIO;76981332;RO;0013;;;;;;;;;;16;0;0,00;05;
04099149000120;04099149;1;CENTRO NAUTICO DE GUAJARA MIRIM;CENAG;08;20081231;71;;;;3999;Associação Privada;19780627;9312300;Clubes sociais, esportivos e similares;;AVENIDA;BEIRA MAR;1069;;TRIANGULO;78957000;RO;0001;;;;;;;;;;16;0;0,00;05;
04100975000142;04100975;1;CLUBE ASSOCIATIVO DOS SUBOFICIAIS E SARGENTOS DA AERONAUTICA DE SAO PAULO;;02;20000922;00;;;;3999;Associação Privada;20000922;9312300;Clubes sociais, esportivos e similares;;RUA;TENENTE ROCHA;387;;SANTANA;02022110;SP;7107;;;;;;;;;;16;0;0,00;05;
04110591000100;04110591;1;CENTRO DE TRADICOES GAUCHAS FRONTEIRA DA AMIZADE;CTG FRONTEIRA DA AMIZADE;02;20200305;00;;;;3999;Associação Privada;20001003;9312300;Clubes sociais, esportivos e similares;;RUA;LUIZ STEGUES PEREIRA;304;;CAMPO DO TENENTE;83870000;PR;7479;041;6281327;;;;;;;;16;0;0,00;05;
04130907000126;04130907;1;LIGA DESPORTIVA GARANHUENSE;LDG;02;20210118;00;;;;3999;Associação Privada;20001025;9312300;Clubes sociais, esportivos e similares;;TRAVESSA;MELO PEIXOTO;S/N;;CENTRO;55293190;PE;2419;;;;;;;;;;16;0;0,00;05;
04132593000109;04132593;1;GRAM PARA GREMIO RECREATIVO DOS AMIGOS DE MARAPANIM PA;GRAM PARA;02;20190207;00;;;;3999;Associação Privada;19811116;9312300;Clubes sociais, esportivos e similares;;RUA;PEDREIRINHA;S N;;INTERIOR;67033009;PA;0415;;;;;;;;;;16;0;0,00;05;
04142188000163;04142188;1;CLUBE DOS EMPREGADOS DA TELEPARA;TELECLUBE;08;20081231;71;;;;3999;Associação Privada;19810610;9312300;Clubes sociais, esportivos e similares;;AVENIDA;PRESIDENTE VARGAS;620;2 ANDAR SALA 205;COMERCIAL;66017000;PA;0427;;;;;;;;;;16;0;0,00;05;
04143285000170;04143285;1;INDEPENDENTE ATLETICO CLUBE;;02;20050827;00;;;;3999;Associação Privada;19810622;9312300;Clubes sociais, esportivos e similares;;RUA;ALCINDO LEAL;249;;COLINAS;68458460;PA;0561;94;81470720;94;81625742;94;37872388;;;;16;0;0,00;05;
04144713000180;04144713;1;PARA CLUBE;;02;20181203;00;;;;3999;Associação Privada;19810408;9312300;Clubes sociais, esportivos e similares;;TRAVESSA;LOMAS VALENTINAS;1507;;MARCO;66087440;PA;0427;;;;;;;;;;16;0;0,00;05;
04148490000129;04148490;1;ASSOCIACAO RECREATIVA COUNTRY CLUB VAI;;02;20210819;00;;;;3999;Associação Privada;19810513;9312300;Clubes sociais, esportivos e similares;;AVENIDA;CLAUDIO SANDERS;SN;BR 316 KM 08;ZONA RURAL;67033009;PA;0415;;;;;;;;;;16;0;0,00;05;
04163630000138;04163630;1;SOCIEDADE ESPORTIVA DISBEM;DISBEM;02;20191224;00;;;;3999;Associação Privada;19830830;9312300;Clubes sociais, esportivos e similares;9319199;RUA;CORONEL MADEIRA;606;ANDAR 1;CENTRO;69400298;AM;0253;92;88448370;;;;;;;;16;0;0,00;05;
04166567000193;04166567;1;OLIMPICO CLUBE;;02;20190118;00;;;;3999;Associação Privada;19710713;9312300;Clubes sociais, esportivos e similares;;AVENIDA;JOAO COELHO;SN;;CENTRO;69020282;AM;0255;;;;;;;;;;16;0;0,00;05;
04177812000168;04177812;1;GREMIO RECREATIVO TELEAMAPA;GRT;03;20120307;17;;;;3999;Associação Privada;19811118;9312300;Clubes sociais, esportivos e similares;;RODOVIA;MACAPA FAZENDINHA;KM2;;MACAPA;68905160;AP;0605;;;;;;;;;;16;0;0,00;05;
04178761000199;04178761;1;ASSOCIACAO DOS ARBITROS DE FUTEBOL AMADOR DE CONTAGEM;AAFAC;04;20190328;63;;;;3999;Associação Privada;20000403;9312300;Clubes sociais, esportivos e similares;;AVENIDA;JOAO CESAR DE OLIVEIRA;1120;;ELDORADO;32315000;MG;4371;031;3920383;;;;;;;;16;0;0,00;05;
04185747000112;04185747;1;SOCIEDADE BENEFICIENTE,CULTURAL E FILANTROPICA OS PROTEGIDOS DA PRINCESA ISABEL DE NOVO HAMBURGO;;02;20200220;00;;;;3999;Associação Privada;20001205;9312300;Clubes sociais, esportivos e similares;;RUA;KARL W.SCHINKE;SN;;RONDONIA;93415240;RS;8771;;;;;;;;;;16;0;0,00;05;
04195940000134;04195940;1;RICANATO FUTEBOL CLUBE EIRELI;CAPITAL FUTEBOL CLUBE;02;20210705;00;;;;2305;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);20001214;8591100;Ensino de esportes;9311500,9312300,9319101,9319199,4763602;QUADRA;QUADRA 402 NORTE, RUA 03 B, CONJ. 02.;SN;LOTE  29 COM AV NS;PLANO DIRETOR NORTE;77006390;TO;9733;63;32258085;63;81114292;;;;;;65;72400;72400,00;01;
04207329000189;04207329;1;JK FUTEBOL CLUBE S/C LTDA;JK;08;20150406;15;;;;2240;Sociedade Simples Limitada;20001221;9312300;Clubes sociais, esportivos e similares;;;SCLN QUADRA;303;BLOCO A LOJA 59;ASA NORTE;70735510;DF;9701;61;2488735;;;;;;;;49;0;0,00;01;
04211696000156;04211696;1;CLUBE ATLETICO POTENGI;ATLETICO POTENGI;02;20210712;00;;;;3999;Associação Privada;20001227;9312300;Clubes sociais, esportivos e similares;;RUA;LAGUNA;2802;CONJ SANTA CATARINA;POTENGI;59110120;RN;1761;84;2147580;;;;;;;;16;0;0,00;05;
04213008000197;04213008;1;LIVERPOOL CLUB;LIVERPOOL CLUB;04;20180828;63;;;;3999;Associação Privada;20001226;9312300;Clubes sociais, esportivos e similares;8230001,8230002;AVENIDA;GETULIO VARGAS;2636;;TUBALINA;38412066;MG;5403;034;2353822;;;;;;;;16;0;0,00;05;
04217342000119;04217342;1;ENTIDADE ESPORTE CLUBE RIO V ERDE DE FUTSAL.;ESPORTE CLUBE RIO VERDE DE FUTSAL;08;20150209;73;;;;3999;Associação Privada;19990503;9312300;Clubes sociais, esportivos e similares;;RUA;08 ESQUINA COM A RUA 09;S/N;GINASIO JERONIMO MART;VILA AMALIA;75902261;GO;9571;62;6213570;;;;;;;;16;0;0,00;05;
04220731000101;04220731;1;SOCIEDADE ESPORTIVA ALVORADA CLUB;MARINGA FUTEBOL CLUBE - MFC;02;20051103;00;;;;3999;Associação Privada;20001229;9312300;Clubes sociais, esportivos e similares;9430800,9493600,9499500;AVENIDA;PIONEIRA DEVIGE CREPALDI SCHIAVONI;1651;;JARDIM TOQUIO;87025820;PR;7691;44;99515783;44;30266080;44;30266080;siscon@siscon.cnt.br;;;16;0;0,00;05;
04226759000148;04226759;1;GREMIO ATLETICO SAMPAIO;GREMIO ATLETICO SAMPAIO;02;20200721;00;;;;3999;Associação Privada;19960624;9312300;Clubes sociais, esportivos e similares;;RUA;PROFESSOR DIMAR MESQUITA;109;EDIF  MUCAJAI             APT   104;CACARI;69307685;RR;0301;95;81237692;;;;;JANDERVICENTE@HOTMAIL.COM;;;16;0;0,00;05;
04229434000119;04229434;1;GREMIO RECREATIVO E ESPORTIVO AOS SERVIDORES PUBLICOS;GRESP;02;20190228;00;;;;3999;Associação Privada;20010111;9312300;Clubes sociais, esportivos e similares;;RUA;SETE DE SETEMBRO;777;LOJA 01;CENTRO;79002121;MS;9051;67;7248728;;;;;;;;16;0;0,00;05;
04241410000185;04241410;1;NAUTICO ESPORTE CLUBE;;04;20190201;63;;;;3999;Associação Privada;19740430;9312300;Clubes sociais, esportivos e similares;;RUA;N S DO ROSARIO;2350;;IRACY;69100003;AM;0241;;;;;;;;;;16;0;0,00;05;
04258109000184;04258109;1;ASSOCIACAO ESPORTIVA E BENEFICIENTE ESTRELA;;02;20200317;00;;;;3999;Associação Privada;19820208;9312300;Clubes sociais, esportivos e similares;;TRAVESSA;MARIZ E BARROS;2071;;MARCO;66630505;PA;0427;;;;;;;;;;16;0;0,00;05;
04274733000175;04274733;1;ARAGUA MOTO PARK LTDA;;02;20051103;00;;;;2062;Sociedade Empresária Limitada;20010202;9312300;Clubes sociais, esportivos e similares;;RUA;ESTUDANTE JOSE AUGUSTO VITAL;991;;NOVA ESPERANCA;57316405;AL;2705;82;96020606;;;;;CENTROEQUOTERAPIATARCIZOFREIRE@HOTMAIL.COM;;;49;10000;10000,00;01;
04277764000180;04277764;1;RB9 ACADEMY MARKETING PUBLICIDADE PROPAGANDA E EVENTOS ESPORTIVOS LTDA;RB9 EVENTOS INTELIGENTES & LIVE MARKETING;02;20051103;00;;;;2062;Sociedade Empresária Limitada;20001227;9311500;Gestão de instalações de esportes;4120400,4211101,4211102,4213800,4321500,4329104,4329199,4330404,4712100,4744099,4761001,4763602,4763604,4763605,4781400,4789001,5211702,5611201,5611203,5611204,5611205,5620103,5911102,6201501,6202300,6209100,7311400,7319003,7319004,7490105,7719501,7721700,7732201,8111700,8121400,8230001,8591100,8599604,9003500,9102301,9102302,9312300;AVENIDA;FORCA EXPEDICIONARIA BRASILEIRA;47;QUADRA1;CENTRO;11630000;SP;6509;11;28444243;;;11;28444243;RB9@RB9.COM.BR;;;49;400000;400000,00;01;
04279016000136;04279016;1;GREMIO RECREATIVO ATLETICO CULTURAL E ESCOLA DE SAMBA PRINCESA DE MADUREIRA;;04;20201023;63;;;;3999;Associação Privada;19990104;9312300;Clubes sociais, esportivos e similares;;RUA;LUIZA RODRIGUES DA SILVA;26;;PQ OZIEL;13051047;SP;6291;19;32695667;;;;;;;;16;0;0,00;05;
04283095000159;04283095;1;O CLUBE DOS INDIOS PAPO AMARELO;CIPA;02;20181029;00;;;;3999;Associação Privada;20010213;9312300;Clubes sociais, esportivos e similares;;RUA;LADEIRA DE PEDRA;1304;ALTO DO PASCOAL;AGUA FRIA;52111430;PE;2531;081;30761743;;;;;www.brandaooliveira@ig.com.br;;;16;0;0,00;05;
04286663000175;04286663;1;SINOP ESPORTE CLUBE;SINOP ESPORTE CLUBE;08;20081231;71;;;;3999;Associação Privada;20010214;9312300;Clubes sociais, esportivos e similares;;RUA;COLONIZADOR ENIO PIPINO;SN;ESTADIO MUNICIPAL;SETOR INDUSTRIAL SUL;78550001;MT;8985;;;;;;;;;;16;0;0,00;05;
04297008000112;04297008;1;SUL AMERICA ESPORTE CLUBE;SAEC;08;20150209;73;;;;3999;Associação Privada;19740415;9312300;Clubes sociais, esportivos e similares;;RUA;PRACA PADRE FRANCISCO;94;;SAO RAIMUNDO;69020282;AM;0255;;;;;;;;;;16;0;0,00;05;
04302725000195;04302725;1;MORADA NOVA SPORT CLUB;;02;20190719;00;;;;3999;Associação Privada;19820929;9312300;Clubes sociais, esportivos e similares;;RODOVIA;PA-70;S/N;KM 12;MORADA NOVA;68501535;PA;0483;;;;;;;;;;16;0;0,00;05;
04303107000160;04303107;1;ASSOC. RECREATIVA CAMPESTRE DOS POLICIAIS MILITARES DO DIST;ARCMPMDF;02;20051103;00;;;;3999;Associação Privada;20010221;9312300;Clubes sociais, esportivos e similares;;AREA;RODOVIA DF 180 KM FAZENDA GUARIROBA;16;;AREA RURAL DE CEILANDIA;72299899;DF;9701;61;33568489;;;;;ARAUJOECOSTACONTABILIDADE@GMAIL.COM;;;16;0;0,00;05;
04308049000167;04308049;1;ASSOCIACAO DOS FUNCIONARIOS PUBLICOS MUNICIPAIS DE CARAMBEI;A.F.P.C;02;20200512;00;;;;3999;Associação Privada;20010209;9312300;Clubes sociais, esportivos e similares;;RUA;DAS AGUAS MARINHAS;S/NR;ESQ. RUA OURO BRANCO;CENTRO;84145000;PR;0844;42;2311866;;;;;;;;16;0;0,00;05;
04309571000163;04309571;1;LIGA ESPORTIVA MUNICIPAL DE PORTEL;LEMP;02;20200527;00;;;;3999;Associação Privada;19841022;9312300;Clubes sociais, esportivos e similares;;AVENIDA;FLORIANO PEIXOTO;SN;;CENTRO;68480000;PA;0515;;;;;;;;;;16;0;0,00;05;
04310879000129;04310879;1;CLUBE ATLETICO LONDRINENSE;;02;20010305;00;;;;3999;Associação Privada;20010305;9312300;Clubes sociais, esportivos e similares;;RUA;CANDIDO BETONI;164;;JD. PALERMO;86060590;PR;7667;43;99181143;;;;;dscontadores@dscontadores.com.br;;;16;0;0,00;05;
04323719000114;04323719;1;BUZIOS GOLF CLUB;;02;20010223;00;;;;3999;Associação Privada;20010223;9312300;Clubes sociais, esportivos e similares;;AVENIDA;1;S/N;AREA 4 B PTE;RAZA;28950000;RJ;0770;;;;;;;;;;10;0;0,00;05;
04329214000167;04329214;1;CLUBE DE VOO LIVRE BELO HORIZONTE;CLUBE DE VOO LIVRE BELO HORIZONTE;02;20051103;00;;;;3999;Associação Privada;20001005;9312300;Clubes sociais, esportivos e similares;;;BAR DO HELIO;S/ NO;PALHANO;PIEDADE DO PARAOPEBA;35460000;MG;4179;31;33440589;;;31;33445666;;;;16;0;0,00;05;
04348605000129;04348605;1;CAMPESTRE CLUBE PIABETA;CAMPESTRE CLUBE PIABETA;04;20190111;63;;;;3999;Associação Privada;20010323;9312300;Clubes sociais, esportivos e similares;;RUA;BRAULIO VIDAL;1111;;PIABETA;25900001;RJ;5849;021;6592383;;;021;6592383;;;;16;0;0,00;05;
04358524000100;04358524;1;ESCOLINHA DE FUTEBOL OFICINA DO FUTURO;ESCOLINHA DE FUTEBOL DO FUTURO;02;20190506;00;;;;3999;Associação Privada;20001122;9312300;Clubes sociais, esportivos e similares;;RUA;37     CONJUNTO EDUARDO  GOMES;00149;CASA;ROSA ELZE;49100000;SE;3233;079;2572049;;;;;;;;16;0;0,00;05;
04371569000114;04371569;1;SPORT CLUB UNIAO;SPORT CLUB UNIAO;02;20210101;00;;;;3999;Associação Privada;20010308;9312300;Clubes sociais, esportivos e similares;;;QNM 09 CONJUNTO C;S/N;CASA 09;CEILANDIA;72237100;DF;9701;061;5812033;;;061;5812033;;;;16;0;0,00;05;
04372743000143;04372743;1;GREMIO CULTURAL ESPORTIVO LEAO DOURADO;LEAO DOURADO;02;20200910;00;;;;3999;Associação Privada;20010327;9312300;Clubes sociais, esportivos e similares;;ESTRADA;DA MAIOBA;210;;MAIOBA;65137000;MA;0849;98;81359079;;;;;;;;16;0;0,00;05;
04399410000108;04399410;1;AZUL E BRANCO FUTEBOL CLUBE;;02;20190422;00;;;;3999;Associação Privada;20010326;9312300;Clubes sociais, esportivos e similares;;RUA;DA USINA;179;;CENTRO;28950000;RJ;0770;;;;;;;;;;16;0;0,00;05;
04400917000134;04400917;1;ATLETICO RIO NEGRO CLUBE;;02;20190708;00;;;;3999;Associação Privada;19700518;9312300;Clubes sociais, esportivos e similares;;AVENIDA;EPAMINONDAS;570;;CENTRO;69010090;AM;0255;92;81739904;92;95278187;;;;;;16;0;0,00;05;
04402400000184;04402400;1;NACIONAL FAST CLUB;;02;20200220;00;;;;3999;Associação Privada;19700724;9312300;Clubes sociais, esportivos e similares;;AVENIDA;ALVARO MAIA;1538;;PRACA 14 DE JANEIRO;69020450;AM;0255;;;;;;;;;;10;0;0,00;05;
04404562000151;04404562;1;LUSO SPORTING CLUB;;02;20051103;00;;;;3999;Associação Privada;19700921;9312300;Clubes sociais, esportivos e similares;;RUA;MONSENHOR COUTINHO;745;SALA  03;CENTRO;69010110;AM;0255;92;32323085;92;91740691;;;LUSO.CLUB@YAHOO.COM.BR;;;16;0;0,00;05;
04408506000195;04408506;1;BANCREVEA CLUBE;;02;20050115;00;;;;3999;Associação Privada;19710126;9312300;Clubes sociais, esportivos e similares;;AVENIDA;TORQUATO TAPAJOS;4865;;FLORES;69048660;AM;0255;092;99898897;;;;;;;;16;0;0,00;05;
04424945000191;04424945;1;V. SOUZA DA SILVA;INDEPENDENTE ESPORTE CLUBE - CODEP;04;20181211;63;;;;2135;Empresário (Individual);20010427;9319101;Produção e promoção de eventos esportivos;9329801,9312300,9001906,4520005;RUA;406;228;;SETOR INDUSTRIAL;78590000;MT;9885;66;35631147;;;;;;;;50;10000;10000,00;05;
04426359000186;04426359;1;HUMAITA ATLETICO CLUBE;HUMAITA;08;20081231;71;;;;3999;Associação Privada;19760819;9312300;Clubes sociais, esportivos e similares;;RUA;OLAVO BILAC;S N;;CENTRO;69470000;AM;0281;;;;;;;;;;16;0;0,00;05;
04460968000151;04460968;1;CERVEJAC- CLUBE ESPORTIVO E RECREATIVO VETERANOS DO JARDIM CAICARA;CERVEJAC;02;20051103;00;;;;3999;Associação Privada;19990126;9312300;Clubes sociais, esportivos e similares;;AVENIDA;JOSE DOS SANTOS;360;;JARDIM CAICARA I;11900000;SP;6953;13;38216545;13;38217999;;;;;;16;0;0,00;05;
04473517000159;04473517;1;A & A ACADEMIA DE MUSCULACAO LTDA;ATHLETIC ACADEMIA;08;20191107;01;;;;2062;Sociedade Empresária Limitada;20010530;9312300;Clubes sociais, esportivos e similares;9319199,9313100,8591100;RUA;URBANO TEIXEIRA BARBOSA;206;LOJA 24;CENTRO;62500001;CE;1429;88;36311688;88;36310901;;;;;;49;5500;5500,00;05;
04473517000230;04473517;2;A & A ACADEMIA DE MUSCULACAO LTDA;ATHLETIC ACADEMIA;08;20191107;01;;;;2062;Sociedade Empresária Limitada;20140225;9312300;Clubes sociais, esportivos e similares;9319199,9313100,8591100;RUA;VICENTE SIEBRA;2335;LOJA  B;VIOLETE;62500001;CE;1429;88;36311688;;;;;;;;49;5500;5500,00;05;
04473517000310;04473517;2;A & A ACADEMIA DE MUSCULACAO LTDA;ATHLETIC ACADEMIA;08;20191107;01;;;;2062;Sociedade Empresária Limitada;20140225;9312300;Clubes sociais, esportivos e similares;9319199,9313100,8591100;AVENIDA;DOS FLAMBOYANTES;240;;CIDADE 2000;60190570;CE;1389;88;36311688;;;;;;;;49;5500;5500,00;05;
04480984000106;04480984;1;ASSOCIACAO ATLETICA BANCO DO BRASIL;AABB;02;20051103;00;;;;3999;Associação Privada;19770930;9312300;Clubes sociais, esportivos e similares;;RUA;BENJAMIM CONSTANT;SN;;CENTRO;69470000;AM;0281;;;;;;;;;;16;0;0,00;05;
04485267000177;04485267;1;DA LUZ EMPREENDIMENTOS AQUATICOS LTDA;COUNTRY CLUB GUARANTAENSE;02;20051103;00;;;;2062;Sociedade Empresária Limitada;20010604;9312300;Clubes sociais, esportivos e similares;;RODOVIA;BR 163, KM 722;S/N;;SETOR INDUSTRIAL;78520000;MT;9887;;;;;;;;;;49;200000;200000,00;05;
